id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,participant_id,number,question,response
389,2016-11-18 21:54:18.219913,,,,,,f,,question,1,389,"",""
433,2016-11-18 21:54:21.511014,,,,,,f,,question,1,433,"",""
487,2016-11-18 21:54:26.157937,,,,,,f,,question,1,487,"",""
498,2016-11-18 21:54:27.436013,,,,,,f,,question,1,498,"",""
554,2016-11-18 21:54:32.523362,,,,,,f,,question,1,554,"",""
611,2016-11-18 21:54:37.476416,,,,,,f,,question,1,611,"",""
613,2016-11-18 21:54:37.683267,,,,,,f,,question,1,613,"",""
627,2016-11-18 21:54:38.651327,,,,,,f,,question,1,627,"",""
630,2016-11-18 21:54:39.077301,,,,,,f,,question,1,630,"",""
108,2016-11-18 21:53:49.504102,,,,,,f,,question,1,108,"",""
131,2016-11-18 21:53:50.966717,,,,,,f,,question,1,131,"",""
138,2016-11-18 21:53:51.33666,,,,,,f,,question,1,138,"",""
142,2016-11-18 21:53:51.691313,,,,,,f,,question,1,142,"",""
144,2016-11-18 21:53:51.801983,,,,,,f,,question,1,144,"",""
177,2016-11-18 21:53:53.907054,,,,,,f,,question,1,177,"",""
192,2016-11-18 21:53:54.853176,,,,,,f,,question,1,192,"",""
194,2016-11-18 21:53:54.973014,,,,,,f,,question,1,194,"",""
211,2016-11-18 21:53:56.356101,,,,,,f,,question,1,211,"",""
219,2016-11-18 21:53:56.822382,,,,,,f,,question,1,219,"",""
320,2016-11-18 21:54:11.625426,,,,,,f,,question,1,320,"",""
333,2016-11-18 21:54:12.789051,,,,,,f,,question,1,333,"",""
353,2016-11-18 21:54:14.557166,,,,,,f,,question,1,353,"",""
403,2016-11-18 21:54:19.396142,,,,,,f,,question,1,403,"",""
406,2016-11-18 21:54:19.635656,,,,,,f,,question,1,406,"",""
423,2016-11-18 21:54:20.81103,,,,,,f,,question,1,423,"",""
445,2016-11-18 21:54:22.562856,,,,,,f,,question,1,445,"",""
448,2016-11-18 21:54:23.237376,,,,,,f,,question,1,448,"",""
451,2016-11-18 21:54:23.512286,,,,,,f,,question,1,451,"",""
461,2016-11-18 21:54:24.284421,,,,,,f,,question,1,461,"",""
472,2016-11-18 21:54:25.210622,,,,,,f,,question,1,472,"",""
509,2016-11-18 21:54:28.339933,,,,,,f,,question,1,509,"",""
533,2016-11-18 21:54:30.919421,,,,,,f,,question,1,533,"",""
537,2016-11-18 21:54:31.136896,,,,,,f,,question,1,537,"",""
548,2016-11-18 21:54:32.135387,,,,,,f,,question,1,548,"",""
557,2016-11-18 21:54:32.766132,,,,,,f,,question,1,557,"",""
590,2016-11-18 21:54:35.533172,,,,,,f,,question,1,590,"",""
601,2016-11-18 21:54:36.567176,,,,,,f,,question,1,601,"",""
628,2016-11-18 21:54:38.79304,,,,,,f,,question,1,628,"",""
109,2016-11-18 21:53:49.593081,,,,,,f,,question,1,109,"",""
122,2016-11-18 21:53:50.407971,,,,,,f,,question,1,122,"",""
125,2016-11-18 21:53:50.655914,,,,,,f,,question,1,125,"",""
164,2016-11-18 21:53:53.015937,,,,,,f,,question,1,164,"",""
166,2016-11-18 21:53:53.142327,,,,,,f,,question,1,166,"",""
170,2016-11-18 21:53:53.438232,,,,,,f,,question,1,170,"",""
200,2016-11-18 21:53:55.489405,,,,,,f,,question,1,200,"",""
229,2016-11-18 21:53:58.856791,,,,,,f,,question,1,229,"",""
237,2016-11-18 21:53:59.485121,,,,,,f,,question,1,237,"",""
246,2016-11-18 21:54:00.289063,,,,,,f,,question,1,246,"",""
248,2016-11-18 21:54:00.637044,,,,,,f,,question,1,248,"",""
258,2016-11-18 21:54:05.40718,,,,,,f,,question,1,258,"",""
302,2016-11-18 21:54:10.223242,,,,,,f,,question,1,302,"",""
303,2016-11-18 21:54:10.28999,,,,,,f,,question,1,303,"",""
318,2016-11-18 21:54:11.347589,,,,,,f,,question,1,318,"",""
394,2016-11-18 21:54:18.563023,,,,,,f,,question,1,394,"",""
396,2016-11-18 21:54:18.77808,,,,,,f,,question,1,396,"",""
397,2016-11-18 21:54:18.92183,,,,,,f,,question,1,397,"",""
399,2016-11-18 21:54:19.095087,,,,,,f,,question,1,399,"",""
401,2016-11-18 21:54:19.264741,,,,,,f,,question,1,401,"",""
407,2016-11-18 21:54:19.81247,,,,,,f,,question,1,407,"",""
440,2016-11-18 21:54:22.021449,,,,,,f,,question,1,440,"",""
441,2016-11-18 21:54:22.109706,,,,,,f,,question,1,441,"",""
491,2016-11-18 21:54:26.623618,,,,,,f,,question,1,491,"",""
495,2016-11-18 21:54:27.067503,,,,,,f,,question,1,495,"",""
497,2016-11-18 21:54:27.362758,,,,,,f,,question,1,497,"",""
521,2016-11-18 21:54:29.453131,,,,,,f,,question,1,521,"",""
531,2016-11-18 21:54:30.584048,,,,,,f,,question,1,531,"",""
566,2016-11-18 21:54:33.581393,,,,,,f,,question,1,566,"",""
593,2016-11-18 21:54:35.722205,,,,,,f,,question,1,593,"",""
624,2016-11-18 21:54:38.461452,,,,,,f,,question,1,624,"",""
629,2016-11-18 21:54:38.894779,,,,,,f,,question,1,629,"",""
110,2016-11-18 21:53:49.673055,,,,,,f,,question,1,110,"",""
111,2016-11-18 21:53:49.719342,,,,,,f,,question,1,111,"",""
137,2016-11-18 21:53:51.292186,,,,,,f,,question,1,137,"",""
165,2016-11-18 21:53:53.080356,,,,,,f,,question,1,165,"",""
187,2016-11-18 21:53:54.509653,,,,,,f,,question,1,187,"",""
188,2016-11-18 21:53:54.548366,,,,,,f,,question,1,188,"",""
261,2016-11-18 21:54:06.880802,,,,,,f,,question,1,261,"",""
474,2016-11-18 21:54:25.350428,,,,,,f,,question,1,474,"",""
586,2016-11-18 21:54:35.226879,,,,,,f,,question,1,586,"",""
112,2016-11-18 21:53:49.800855,,,,,,f,,question,1,112,"",""
113,2016-11-18 21:53:49.861259,,,,,,f,,question,1,113,"",""
147,2016-11-18 21:53:51.982245,,,,,,f,,question,1,147,"",""
153,2016-11-18 21:53:52.333523,,,,,,f,,question,1,153,"",""
159,2016-11-18 21:53:52.740859,,,,,,f,,question,1,159,"",""
161,2016-11-18 21:53:52.857732,,,,,,f,,question,1,161,"",""
178,2016-11-18 21:53:53.971969,,,,,,f,,question,1,178,"",""
181,2016-11-18 21:53:54.162901,,,,,,f,,question,1,181,"",""
182,2016-11-18 21:53:54.205239,,,,,,f,,question,1,182,"",""
186,2016-11-18 21:53:54.466741,,,,,,f,,question,1,186,"",""
210,2016-11-18 21:53:56.258079,,,,,,f,,question,1,210,"",""
214,2016-11-18 21:53:56.505736,,,,,,f,,question,1,214,"",""
225,2016-11-18 21:53:58.156783,,,,,,f,,question,1,225,"",""
226,2016-11-18 21:53:58.524517,,,,,,f,,question,1,226,"",""
238,2016-11-18 21:53:59.584451,,,,,,f,,question,1,238,"",""
244,2016-11-18 21:54:00.201429,,,,,,f,,question,1,244,"",""
247,2016-11-18 21:54:00.550341,,,,,,f,,question,1,247,"",""
249,2016-11-18 21:54:00.759826,,,,,,f,,question,1,249,"",""
312,2016-11-18 21:54:10.985494,,,,,,f,,question,1,312,"",""
335,2016-11-18 21:54:12.990936,,,,,,f,,question,1,335,"",""
338,2016-11-18 21:54:13.2305,,,,,,f,,question,1,338,"",""
344,2016-11-18 21:54:13.636681,,,,,,f,,question,1,344,"",""
362,2016-11-18 21:54:15.651249,,,,,,f,,question,1,362,"",""
369,2016-11-18 21:54:16.44532,,,,,,f,,question,1,369,"",""
387,2016-11-18 21:54:18.044436,,,,,,f,,question,1,387,"",""
402,2016-11-18 21:54:19.328807,,,,,,f,,question,1,402,"",""
411,2016-11-18 21:54:20.117179,,,,,,f,,question,1,411,"",""
439,2016-11-18 21:54:21.952594,,,,,,f,,question,1,439,"",""
449,2016-11-18 21:54:23.318385,,,,,,f,,question,1,449,"",""
458,2016-11-18 21:54:24.064598,,,,,,f,,question,1,458,"",""
473,2016-11-18 21:54:25.290245,,,,,,f,,question,1,473,"",""
478,2016-11-18 21:54:25.61342,,,,,,f,,question,1,478,"",""
479,2016-11-18 21:54:25.657353,,,,,,f,,question,1,479,"",""
508,2016-11-18 21:54:28.260899,,,,,,f,,question,1,508,"",""
511,2016-11-18 21:54:28.473717,,,,,,f,,question,1,511,"",""
512,2016-11-18 21:54:28.528215,,,,,,f,,question,1,512,"",""
550,2016-11-18 21:54:32.261271,,,,,,f,,question,1,550,"",""
576,2016-11-18 21:54:34.358394,,,,,,f,,question,1,576,"",""
577,2016-11-18 21:54:34.420363,,,,,,f,,question,1,577,"",""
645,2016-11-18 21:54:40.501708,,,,,,f,,question,1,645,"",""
114,2016-11-18 21:53:49.897227,,,,,,f,,question,1,114,"",""
160,2016-11-18 21:53:52.779369,,,,,,f,,question,1,160,"",""
265,2016-11-18 21:54:07.480785,,,,,,f,,question,1,265,"",""
319,2016-11-18 21:54:11.443256,,,,,,f,,question,1,319,"",""
350,2016-11-18 21:54:14.235395,,,,,,f,,question,1,350,"",""
404,2016-11-18 21:54:19.48282,,,,,,f,,question,1,404,"",""
444,2016-11-18 21:54:22.457285,,,,,,f,,question,1,444,"",""
446,2016-11-18 21:54:22.643747,,,,,,f,,question,1,446,"",""
640,2016-11-18 21:54:40.032716,,,,,,f,,question,1,640,"",""
115,2016-11-18 21:53:49.958822,,,,,,f,,question,1,115,"",""
196,2016-11-18 21:53:55.181561,,,,,,f,,question,1,196,"",""
197,2016-11-18 21:53:55.219941,,,,,,f,,question,1,197,"",""
198,2016-11-18 21:53:55.257797,,,,,,f,,question,1,198,"",""
266,2016-11-18 21:54:07.586107,,,,,,f,,question,1,266,"",""
267,2016-11-18 21:54:07.684452,,,,,,f,,question,1,267,"",""
269,2016-11-18 21:54:07.890813,,,,,,f,,question,1,269,"",""
287,2016-11-18 21:54:09.183261,,,,,,f,,question,1,287,"",""
288,2016-11-18 21:54:09.234368,,,,,,f,,question,1,288,"",""
405,2016-11-18 21:54:19.55817,,,,,,f,,question,1,405,"",""
418,2016-11-18 21:54:20.551105,,,,,,f,,question,1,418,"",""
539,2016-11-18 21:54:31.288629,,,,,,f,,question,1,539,"",""
540,2016-11-18 21:54:31.326927,,,,,,f,,question,1,540,"",""
547,2016-11-18 21:54:32.070451,,,,,,f,,question,1,547,"",""
549,2016-11-18 21:54:32.219051,,,,,,f,,question,1,549,"",""
559,2016-11-18 21:54:32.890323,,,,,,f,,question,1,559,"",""
560,2016-11-18 21:54:32.928044,,,,,,f,,question,1,560,"",""
561,2016-11-18 21:54:32.970691,,,,,,f,,question,1,561,"",""
575,2016-11-18 21:54:34.289397,,,,,,f,,question,1,575,"",""
578,2016-11-18 21:54:34.464755,,,,,,f,,question,1,578,"",""
116,2016-11-18 21:53:50.016673,,,,,,f,,question,1,116,"",""
119,2016-11-18 21:53:50.216084,,,,,,f,,question,1,119,"",""
129,2016-11-18 21:53:50.879657,,,,,,f,,question,1,129,"",""
132,2016-11-18 21:53:51.029975,,,,,,f,,question,1,132,"",""
146,2016-11-18 21:53:51.935778,,,,,,f,,question,1,146,"",""
175,2016-11-18 21:53:53.774362,,,,,,f,,question,1,175,"",""
234,2016-11-18 21:53:59.215113,,,,,,f,,question,1,234,"",""
239,2016-11-18 21:53:59.649805,,,,,,f,,question,1,239,"",""
255,2016-11-18 21:54:05.096585,,,,,,f,,question,1,255,"",""
256,2016-11-18 21:54:05.197375,,,,,,f,,question,1,256,"",""
259,2016-11-18 21:54:05.488448,,,,,,f,,question,1,259,"",""
292,2016-11-18 21:54:09.640652,,,,,,f,,question,1,292,"",""
450,2016-11-18 21:54:23.389284,,,,,,f,,question,1,450,"",""
454,2016-11-18 21:54:23.80804,,,,,,f,,question,1,454,"",""
535,2016-11-18 21:54:31.044919,,,,,,f,,question,1,535,"",""
536,2016-11-18 21:54:31.087148,,,,,,f,,question,1,536,"",""
592,2016-11-18 21:54:35.645421,,,,,,f,,question,1,592,"",""
117,2016-11-18 21:53:50.064939,,,,,,f,,question,1,117,"",""
156,2016-11-18 21:53:52.466376,,,,,,f,,question,1,156,"",""
204,2016-11-18 21:53:55.80775,,,,,,f,,question,1,204,"",""
207,2016-11-18 21:53:56.042774,,,,,,f,,question,1,207,"",""
218,2016-11-18 21:53:56.750688,,,,,,f,,question,1,218,"",""
328,2016-11-18 21:54:12.285741,,,,,,f,,question,1,328,"",""
388,2016-11-18 21:54:18.137162,,,,,,f,,question,1,388,"",""
516,2016-11-18 21:54:29.01995,,,,,,f,,question,1,516,"",""
598,2016-11-18 21:54:36.316753,,,,,,f,,question,1,598,"",""
604,2016-11-18 21:54:36.888712,,,,,,f,,question,1,604,"",""
607,2016-11-18 21:54:37.156347,,,,,,f,,question,1,607,"",""
118,2016-11-18 21:53:50.142865,,,,,,f,,question,1,118,"",""
120,2016-11-18 21:53:50.266423,,,,,,f,,question,1,120,"",""
127,2016-11-18 21:53:50.769357,,,,,,f,,question,1,127,"",""
235,2016-11-18 21:53:59.256729,,,,,,f,,question,1,235,"",""
250,2016-11-18 21:54:03.128231,,,,,,f,,question,1,250,"",""
253,2016-11-18 21:54:04.393323,,,,,,f,,question,1,253,"",""
254,2016-11-18 21:54:04.807386,,,,,,f,,question,1,254,"",""
331,2016-11-18 21:54:12.624696,,,,,,f,,question,1,331,"",""
395,2016-11-18 21:54:18.687239,,,,,,f,,question,1,395,"",""
438,2016-11-18 21:54:21.881214,,,,,,f,,question,1,438,"",""
460,2016-11-18 21:54:24.200172,,,,,,f,,question,1,460,"",""
490,2016-11-18 21:54:26.416641,,,,,,f,,question,1,490,"",""
496,2016-11-18 21:54:27.228498,,,,,,f,,question,1,496,"",""
636,2016-11-18 21:54:39.498633,,,,,,f,,question,1,636,"",""
121,2016-11-18 21:53:50.342694,,,,,,f,,question,1,121,"",""
157,2016-11-18 21:53:52.624676,,,,,,f,,question,1,157,"",""
262,2016-11-18 21:54:06.931685,,,,,,f,,question,1,262,"",""
280,2016-11-18 21:54:08.702584,,,,,,f,,question,1,280,"",""
299,2016-11-18 21:54:09.990259,,,,,,f,,question,1,299,"",""
301,2016-11-18 21:54:10.139429,,,,,,f,,question,1,301,"",""
306,2016-11-18 21:54:10.540249,,,,,,f,,question,1,306,"",""
307,2016-11-18 21:54:10.628956,,,,,,f,,question,1,307,"",""
309,2016-11-18 21:54:10.738311,,,,,,f,,question,1,309,"",""
311,2016-11-18 21:54:10.939937,,,,,,f,,question,1,311,"",""
347,2016-11-18 21:54:14.038549,,,,,,f,,question,1,347,"",""
348,2016-11-18 21:54:14.137928,,,,,,f,,question,1,348,"",""
349,2016-11-18 21:54:14.19304,,,,,,f,,question,1,349,"",""
377,2016-11-18 21:54:17.076775,,,,,,f,,question,1,377,"",""
386,2016-11-18 21:54:17.999669,,,,,,f,,question,1,386,"",""
432,2016-11-18 21:54:21.454164,,,,,,f,,question,1,432,"",""
459,2016-11-18 21:54:24.122428,,,,,,f,,question,1,459,"",""
505,2016-11-18 21:54:28.097523,,,,,,f,,question,1,505,"",""
507,2016-11-18 21:54:28.218643,,,,,,f,,question,1,507,"",""
522,2016-11-18 21:54:29.528583,,,,,,f,,question,1,522,"",""
614,2016-11-18 21:54:37.728663,,,,,,f,,question,1,614,"",""
123,2016-11-18 21:53:50.507211,,,,,,f,,question,1,123,"",""
143,2016-11-18 21:53:51.746709,,,,,,f,,question,1,143,"",""
222,2016-11-18 21:53:57.472385,,,,,,f,,question,1,222,"",""
242,2016-11-18 21:54:00.094171,,,,,,f,,question,1,242,"",""
264,2016-11-18 21:54:07.297351,,,,,,f,,question,1,264,"",""
284,2016-11-18 21:54:08.984822,,,,,,f,,question,1,284,"",""
285,2016-11-18 21:54:09.076151,,,,,,f,,question,1,285,"",""
325,2016-11-18 21:54:12.031999,,,,,,f,,question,1,325,"",""
330,2016-11-18 21:54:12.529881,,,,,,f,,question,1,330,"",""
436,2016-11-18 21:54:21.717992,,,,,,f,,question,1,436,"",""
437,2016-11-18 21:54:21.792745,,,,,,f,,question,1,437,"",""
538,2016-11-18 21:54:31.217823,,,,,,f,,question,1,538,"",""
544,2016-11-18 21:54:31.833102,,,,,,f,,question,1,544,"",""
641,2016-11-18 21:54:40.140426,,,,,,f,,question,1,641,"",""
124,2016-11-18 21:53:50.601306,,,,,,f,,question,1,124,"",""
126,2016-11-18 21:53:50.730344,,,,,,f,,question,1,126,"",""
128,2016-11-18 21:53:50.838271,,,,,,f,,question,1,128,"",""
130,2016-11-18 21:53:50.923741,,,,,,f,,question,1,130,"",""
135,2016-11-18 21:53:51.18185,,,,,,f,,question,1,135,"",""
136,2016-11-18 21:53:51.239413,,,,,,f,,question,1,136,"",""
149,2016-11-18 21:53:52.088972,,,,,,f,,question,1,149,"",""
220,2016-11-18 21:53:57.195458,,,,,,f,,question,1,220,"",""
221,2016-11-18 21:53:57.248045,,,,,,f,,question,1,221,"",""
228,2016-11-18 21:53:58.690288,,,,,,f,,question,1,228,"",""
324,2016-11-18 21:54:11.940054,,,,,,f,,question,1,324,"",""
326,2016-11-18 21:54:12.136469,,,,,,f,,question,1,326,"",""
327,2016-11-18 21:54:12.239746,,,,,,f,,question,1,327,"",""
332,2016-11-18 21:54:12.731322,,,,,,f,,question,1,332,"",""
342,2016-11-18 21:54:13.528346,,,,,,f,,question,1,342,"",""
375,2016-11-18 21:54:16.805933,,,,,,f,,question,1,375,"",""
398,2016-11-18 21:54:18.99969,,,,,,f,,question,1,398,"",""
421,2016-11-18 21:54:20.681235,,,,,,f,,question,1,421,"",""
431,2016-11-18 21:54:21.379353,,,,,,f,,question,1,431,"",""
442,2016-11-18 21:54:22.28279,,,,,,f,,question,1,442,"",""
572,2016-11-18 21:54:34.07954,,,,,,f,,question,1,572,"",""
574,2016-11-18 21:54:34.212115,,,,,,f,,question,1,574,"",""
580,2016-11-18 21:54:34.587319,,,,,,f,,question,1,580,"",""
584,2016-11-18 21:54:35.060781,,,,,,f,,question,1,584,"",""
595,2016-11-18 21:54:35.929685,,,,,,f,,question,1,595,"",""
600,2016-11-18 21:54:36.490009,,,,,,f,,question,1,600,"",""
626,2016-11-18 21:54:38.58864,,,,,,f,,question,1,626,"",""
133,2016-11-18 21:53:51.063473,,,,,,f,,question,1,133,"",""
184,2016-11-18 21:53:54.322357,,,,,,f,,question,1,184,"",""
252,2016-11-18 21:54:04.185584,,,,,,f,,question,1,252,"",""
257,2016-11-18 21:54:05.249216,,,,,,f,,question,1,257,"",""
263,2016-11-18 21:54:07.12746,,,,,,f,,question,1,263,"",""
289,2016-11-18 21:54:09.322017,,,,,,f,,question,1,289,"",""
314,2016-11-18 21:54:11.092802,,,,,,f,,question,1,314,"",""
380,2016-11-18 21:54:17.374645,,,,,,f,,question,1,380,"",""
471,2016-11-18 21:54:25.133573,,,,,,f,,question,1,471,"",""
519,2016-11-18 21:54:29.277928,,,,,,f,,question,1,519,"",""
528,2016-11-18 21:54:30.206727,,,,,,f,,question,1,528,"",""
134,2016-11-18 21:53:51.117954,,,,,,f,,question,1,134,"",""
145,2016-11-18 21:53:51.862973,,,,,,f,,question,1,145,"",""
